Ano,Código da Área,Área de Avaliação,Nome da IES,Categoria Administrativa,Modalidade de Ensino,Município do Curso,Estado,Concluintes Inscritos,Concluintes Participantes,Conceito Enade (Contínuo),Conceito Enade (Faixa)
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,Pública Federal,Educação Presencial,Cajazeiras,PB,19,18,2.327622425741,3
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE AMPÉRE,Privada com fins lucrativos,Educação Presencial,Ampére,PR,29,28,1.916974536455,2
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DO VALE DO JURUENA,Privada sem fins lucrativos,Educação Presencial,Juína,MT,4,3,1.124856269466,2
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE CIDADE DE PATOS DE MINAS,Privada sem fins lucrativos,Educação Presencial,Patos de Minas,MG,13,9,1.589745575416,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,Privada sem fins lucrativos,Educação Presencial,Chapecó,SC,14,12,1.330465371519,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",Pública Federal,Educação Presencial,Maceió,AL,34,30,1.404828958271,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",Pública Federal,Educação Presencial,Nilópolis,RJ,30,26,3.043122540135,4
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",Pública Federal,Educação Presencial,Volta Redonda,RJ,15,14,3.089083475489,4
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",Pública Federal,Educação Presencial,Paracambi,RJ,30,27,2.032103605789,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",Pública Federal,Educação Presencial,Campo Novo do Parecis,MT,18,18,1.786684127797,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",Pública Federal,Educação Presencial,Juína,MT,13,13,2.661722549578,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",Pública Federal,Educação a Distância,Uberaba,MG,28,27,2.078007177603,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO AMAZONAS,Pública Estadual,Educação Presencial,Tabatinga,AM,27,24,1.003349829639,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO AMAZONAS,Pública Estadual,Educação Presencial,Parintins,AM,6,6,0.648781995001,1
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO AMAZONAS,Pública Estadual,Educação Presencial,Manaus,AM,36,36,1.902564027334,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO AMAZONAS,Pública Estadual,Educação Presencial,Tonantins,AM,15,13,0.851715414116,1
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",Pública Federal,Educação Presencial,Aracaju,SE,13,13,1.586499803514,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",Pública Federal,Educação Presencial,Boa Vista,RR,11,11,1.336250129576,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",Pública Federal,Educação Presencial,Januária,MG,29,22,1.903635355656,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",Pública Federal,Educação Presencial,Salinas,MG,13,12,1.089493113666,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",Pública Federal,Educação Presencial,Formiga,MG,15,14,2.950995200449,4
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",Pública Federal,Educação Presencial,São João Evangelista,MG,19,19,2.343494653286,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",Pública Federal,Educação Presencial,Rio Pomba,MG,15,15,2.313073036362,3
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE RIO CLARO,Privada com fins lucrativos,Educação a Distância,Rio Claro,SP,1,0,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DO SUL DE MINAS,Privada sem fins lucrativos,Educação a Distância,Varginha,MG,23,18,2.277007037611,3
2017,702,MATEMÁTICA (LICENCIATURA),"FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS",Privada sem fins lucrativos,Educação Presencial,Guarulhos,SP,61,45,0.947656147295,2
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE INEDI,Privada com fins lucrativos,Educação Presencial,Cachoeirinha,RS,13,13,2.154103734103,3
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE PRESIDENTE VENCESLAU,Privada com fins lucrativos,Educação Presencial,Presidente Venceslau,SP,2,1,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO,Privada com fins lucrativos,Educação Presencial,Vitória de Santo Antão,PE,1,0,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADES INTEGRADAS IESGO,Privada com fins lucrativos,Educação Presencial,Formosa,GO,12,11,1.222294254524,2
2017,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,Privada sem fins lucrativos,Educação Presencial,Barretos,SP,5,0,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADES INTEGRADAS DO VALE DO IVAÍ,Privada sem fins lucrativos,Educação Presencial,Ivaiporã,PR,10,10,2.117385866564,3
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE PEDRO II,Privada com fins lucrativos,Educação Presencial,Belo Horizonte,MG,55,45,1.185404530379,2
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE GUAIRACÁ,Privada com fins lucrativos,Educação Presencial,Guarapuava,PR,36,27,1.878395086782,2
2017,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO FACVEST,Privada com fins lucrativos,Educação Presencial,Lages,SC,4,4,2.717486578449,3
2017,702,MATEMÁTICA (LICENCIATURA),FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,Pública Federal,Educação Presencial,Arraias,TO,50,47,1.361870007278,2
2017,702,MATEMÁTICA (LICENCIATURA),FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,Pública Federal,Educação Presencial,Araguaína,TO,51,46,1.666881619795,2
2017,702,MATEMÁTICA (LICENCIATURA),FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,Pública Federal,Educação Presencial,Palmas,TO,9,9,1.059678803657,2
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE IDEAL DE BRASÍLIA,Privada com fins lucrativos,Educação Presencial,Brasília,DF,4,4,2.153448331481,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",Pública Federal,Educação Presencial,Júlio de Castilhos,RS,14,14,1.882512089611,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",Pública Federal,Educação Presencial,Alegrete,RS,8,8,2.257487143943,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",Pública Federal,Educação Presencial,Santa Rosa,RS,11,11,3.265348391711,4
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",Pública Federal,Educação Presencial,São Borja,RS,10,10,2.62501033826,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",Pública Federal,Educação Presencial,Inconfidentes,MG,9,8,3.101189616663,4
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADES INTEGRADAS CAMPO-GRANDENSES,Privada sem fins lucrativos,Educação Presencial,Rio de Janeiro,RJ,70,60,1.525603141759,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,Pública Federal,Educação Presencial,Amargosa,BA,27,25,2.272911818852,3
2017,702,MATEMÁTICA (LICENCIATURA),FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,Pública Federal,Educação Presencial,Dourados,MS,10,9,2.130034493414,3
2017,702,MATEMÁTICA (LICENCIATURA),INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,Pública Federal,Educação Presencial,Vilhena,RO,6,6,1.598796291475,2
2017,702,MATEMÁTICA (LICENCIATURA),INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,Pública Federal,Educação Presencial,Cacoal,RO,7,6,2.643882281868,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",Pública Federal,Educação Presencial,Palmas,TO,9,6,1.791334853185,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",Pública Federal,Educação Presencial,Paraíso do Tocantins,TO,10,4,1.949688617346,3
2017,702,MATEMÁTICA (LICENCIATURA),FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,Pública Federal,Educação Presencial,Santo André,SP,32,24,5.0,5
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",Pública Federal,Educação Presencial,Rio do Sul,SC,11,11,1.493026569364,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",Pública Federal,Educação Presencial,Camboriú,SC,15,14,1.854333294761,2
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",Pública Federal,Educação Presencial,Concórdia,SC,18,18,2.725964207092,3
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",Pública Federal,Educação Presencial,Sombrio,SC,14,13,2.16782668107,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE RORAIMA,Pública Estadual,Educação Presencial,Boa Vista,RR,6,0,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,Pública Estadual,Educação Presencial,Arapiraca,AL,105,68,1.559569469235,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,Pública Estadual,Educação Presencial,Palmeira dos Índios,AL,109,85,0.919899990396,1
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADES INTEGRADAS DE TAQUARA,Privada sem fins lucrativos,Educação Presencial,Taquara,RS,18,18,2.404592878994,3
2017,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO UNIFAAT,Privada com fins lucrativos,Educação Presencial,Atibaia,SP,23,23,2.465447070488,3
2017,702,MATEMÁTICA (LICENCIATURA),FACULDADE PORTO-ALEGRENSE,Privada sem fins lucrativos,Educação Presencial,Porto Alegre,RS,2,0,0.0,0
2017,702,MATEMÁTICA (LICENCIATURA),FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,Pública Federal,Educação Presencial,Bagé,RS,11,11,2.209242309779,3
2017,702,MATEMÁTICA (LICENCIATURA),FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,Pública Federal,Educação Presencial,Itaqui,RS,7,7,2.542371209072,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ,Pública Estadual,Educação Presencial,Jacarezinho,PR,42,39,2.32195831154,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ,Pública Estadual,Educação Presencial,Cornélio Procópio,PR,11,11,2.593646223622,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,Privada sem fins lucrativos,Educação Presencial,Caçador,SC,10,10,2.101992024798,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,Pública Federal,Educação Presencial,Santarém,PA,6,2,1.627333694726,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,Pública Federal,Educação Presencial,Chapecó,SC,5,5,4.920456152758,5
2017,702,MATEMÁTICA (LICENCIATURA),"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ACRE",Pública Federal,Educação Presencial,Cruzeiro do Sul,AC,46,43,1.634532401292,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,Pública Federal,Educação Presencial,Marabá,PA,27,25,0.913867874354,1
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO PARANÁ,Pública Estadual,Educação Presencial,Campo Mourão,PR,13,11,3.571394154072,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO PARANÁ,Pública Estadual,Educação Presencial,Paranaguá,PR,17,17,1.757982271505,2
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO PARANÁ,Pública Estadual,Educação Presencial,Paranavaí,PR,20,19,2.243587149982,3
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO PARANÁ,Pública Estadual,Educação Presencial,União da Vitória,PR,14,12,3.336205774263,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO PARANÁ,Pública Estadual,Educação Presencial,Apucarana,PR,16,14,3.234737531402,4
2017,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,Pública Federal,Educação Presencial,Barreiras,BA,1,1,0.0,0
