Ano,Código da Área,Área de Avaliação,Código da IES,Nome da IES,Categoria Administrativa,Modalidade de Ensino,Município do Curso,Estado,Concluintes Inscritos,Concluintes Participantes,Conceito Enade (Contínuo),Conceito Enade (Faixa)
2014,702,MATEMÁTICA (LICENCIATURA),3164,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",,,CAMPO NOVO DO PARECIS,MT,17,17,2.31297180595977,3.0
2014,702,MATEMÁTICA (LICENCIATURA),3164,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",,,JUINA,MT,2,2,5.0,5.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,ANORI,AM,40,40,1.51845819511915,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,APUI,AM,25,25,2.10930018431877,3.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,BERURI,AM,30,29,1.1662826856336,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,BORBA,AM,32,26,1.94706003393538,3.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,CODAJAS,AM,35,34,1.02836293469344,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,FONTE BOA,AM,38,30,0.898906042737945,1.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,IRANDUBA,AM,32,31,1.09981778740636,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,ITAMARATI,AM,28,26,0.670972725743053,1.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,ITAPIRANGA,AM,35,34,1.00722984101477,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,JAPURA,AM,22,17,0.985253249595723,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,JURUA,AM,22,22,1.64607879128439,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,JUTAI,AM,32,29,1.27384963882712,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,MANACAPURU,AM,2,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,MANAUS,AM,41,34,2.00244110393975,3.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,MARAA,AM,11,10,0.700416817636956,1.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,MAUES,AM,43,37,0.86436912506703,1.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,NOVO AIRAO,AM,40,38,0.718731642494529,1.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,NOVO ARIPUANA,AM,31,28,0.953618534079235,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,PARINTINS,AM,18,18,1.32033162156081,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,SAO GABRIEL DA CACHOEIRA,AM,44,39,0.884913156611733,1.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,SAO PAULO DE OLIVENCA,AM,12,10,1.31604442842813,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,SAO SEBASTIAO DO UATUMA,AM,28,27,1.07811625989406,2.0
2014,702,MATEMÁTICA (LICENCIATURA),3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,,,TABATINGA,AM,26,15,0.560915278766168,1.0
